Total Steps,Total Time,Avg Reward,Best Reward,Avg Length
20000,6.949402093887329,-1.2736859,8.400001,50.067669172932334
40000,14.086290121078491,5.164263,15.800022,59.885885885885884
60000,21.410856008529663,9.76619,32.20005,96.83574879227054
80000,28.945427894592285,12.287142,54.89978,116.81871345029239
100000,36.04271602630615,13.6038265,97.49927,127.71974522292993
120000,43.276211977005005,14.684253,83.29944,136.26712328767124
140000,50.599668979644775,19.893734,92.39933,178.67857142857142
160000,58.103564977645874,19.227825,92.39933,173.4608695652174
180000,65.36169385910034,23.747894,106.899155,209.85416666666666
200000,72.97464108467102,23.406235,138.99953,206.90625
220000,80.78542518615723,21.060347,101.899216,188.23584905660377
240000,88.72505402565002,18.223137,92.39933,164.96694214876032
260000,96.68566918373108,17.117834,60.799706,156.015503875969
280000,105.38057708740234,19.955849,82.899445,178.93693693693695
300000,113.43526291847229,13.40576,107.39915,125.84615384615384
320000,121.61143493652344,27.184645,115.89905,237.0
340000,129.90840792655945,35.907505,166.90086,308.030303030303
360000,138.88865303993225,36.033783,194.9022,309.03076923076924
380000,147.50745010375977,30.005188,129.8991,260.25
400000,155.88720202445984,28.604944,101.899216,249.2375
420000,164.34863305091858,38.248344,177.00136,326.85483870967744
440000,172.303484916687,23.94888,162.40065,211.5212765957447
460000,181.47998785972595,27.38209,151.3001,238.53571428571428
480000,190.14620423316956,35.47415,160.40053,303.8333333333333
500000,199.0527150630951,38.53431,99.19926,328.91803278688525
520000,207.0577630996704,28.103724,166.90086,244.5625
540000,215.49426889419556,34.261806,274.60602,294.05882352941177
560000,224.5220639705658,38.42901,208.90288,327.7903225806452
580000,233.6567358970642,11.533603,423.91318,113.55113636363636
600000,241.94660305976868,33.150005,213.90312,295.0735294117647
620000,250.24203896522522,50.508377,164.60072,424.93617021276594
640000,258.53878021240234,34.46262,195.10222,295.5820895522388
660000,267.07009506225586,54.893467,438.01385,461.1363636363636
680000,275.5309739112854,39.574593,232.404,336.271186440678
700000,283.4319200515747,87.5723,246.90471,725.44
720000,291.71679615974426,70.981224,377.81097,590.6756756756756
740000,300.09369802474976,92.07631,265.10556,760.76
760000,308.3830599784851,82.934456,204.40266,687.0
780000,316.2829501628876,79.68908,424.5132,661.4857142857143
800000,324.67730617523193,46.223816,349.1096,393.4117647058824
820000,333.6664180755615,22.38942,550.6096,211.72340425531914
840000,342.4550790786743,40.760246,174.80122,347.01724137931035
860000,350.65927600860596,50.32542,746.1721,424.26190476190476
880000,360.14753103256226,26.0671,299.1072,235.98936170212767
900000,369.3820888996124,12.205153,232.90404,172.85344827586206
920000,378.84603214263916,-1.5253451,22.500044,55.06060606060606
940000,387.5349848270416,19.384912,132.39919,174.26548672566372
960000,396.6580259799957,39.80499,180.90154,338.728813559322
