Total Steps,Total Time,Avg Reward,Best Reward,Avg Length
1220000,446.22744703292847,35.246216,320.90823,302.26153846153846
1240000,453.61386919021606,112.65081,499.3168,926.8181818181819
1260000,461.06049609184265,61.982044,298.9072,517.6052631578947
1280000,468.0611729621887,104.32233,354.70987,859.7391304347826
1300000,475.4182221889496,59.434296,284.20648,497.780487804878
1320000,482.76086497306824,87.07231,337.20898,720.0357142857143
1340000,490.1268632411957,71.72943,358.41003,596.7741935483871
1360000,497.52936601638794,8.4571705,390.9116,87.0080971659919
1380000,504.5445430278778,4.8390775,6.3999963,57.42528735632184
1400000,512.0077650547028,6.2503347,54.89978,67.72635135135135
1420000,519.406965970993,28.440002,208.90288,246.575
1440000,526.8283240795135,81.19005,376.91092,673.3103448275862
1460000,533.8887391090393,80.52971,552.5094,667.9354838709677
1480000,541.3029601573944,111.036995,701.6808,913.5238095238095
1500000,548.7242429256439,52.136433,503.717,438.3404255319149
1520000,556.1212191581726,43.849056,260.60535,371.54716981132077
1540000,563.1318671703339,72.21195,278.90622,601.0294117647059
1560000,570.536600112915,67.28008,251.50493,561.4
1580000,577.9120380878448,156.16446,586.9027,1278.4375
1600000,585.3083760738373,72.10665,288.9067,600.5483870967741
1620000,592.6837339401245,83.12073,494.9166,688.9
1640000,599.664225101471,113.03628,470.5154,928.5
1660000,607.0530371665955,71.50604,564.90686,595.1714285714286
1680000,614.4386811256409,128.94887,349.00958,1058.5294117647059
1700000,621.7937700748444,117.65979,554.6089,967.8333333333334
1720000,628.839273929596,89.65653,468.6153,741.8888888888889
1740000,636.224023103714,98.63452,414.51273,814.7083333333334
1760000,643.7104160785675,118.663795,514.81665,975.1904761904761
1780000,651.079843044281,74.46268,292.9069,619.21875
1800000,658.0944130420685,106.68695,428.4134,878.5714285714286
1820000,665.3483390808105,111.70603,459.11484,919.8181818181819
1840000,672.6703219413757,113.876686,846.7529,936.1304347826087
1860000,680.0175449848175,80.558754,316.40802,667.0
1880000,686.9985680580139,79.2234,227.9038,657.1333333333333
1900000,694.3847391605377,107.231445,348.90958,883.3478260869565
1920000,701.8498589992523,76.3074,465.9152,632.9677419354839
1940000,709.226734161377,133.50208,526.4143,1095.0588235294117
1960000,716.5302169322968,110.241455,690.18286,908.2916666666666
1980000,723.5648281574249,139.50795,293.50693,1144.0
2000000,730.9136979579926,111.151566,460.91495,915.0909090909091
